,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
23,12,8,12,15,UCLA,12,California-San Diego,26,/teams/events/match_report/?EventGameId=dsRVG3klJ2jxHuXFi01k5oOayV9JI2EToHHbirtUn%2bo%3d
24,11,5,11,8,California-San Diego,11,Tufts,34,/teams/events/match_report/?EventGameId=p7KRdKNNdv7tF8z7ngwdMtYJOshozx5Az9IIHSJXm70%3d
25,8,17,8,11,Tufts,8,California-San Diego,36,/teams/events/match_report/?EventGameId=p7KRdKNNdv7tF8z7ngwdMtYJOshozx5Az9IIHSJXm70%3d
26,13,7,13,11,Michigan,13,UCLA,23,/teams/events/match_report/?EventGameId=xzS1nuFrdg525SB5pSokpzx6Q58UUu7H%2bD0GskDZILg%3d
27,11,16,11,13,UCLA,11,Michigan,27,/teams/events/match_report/?EventGameId=xzS1nuFrdg525SB5pSokpzx6Q58UUu7H%2bD0GskDZILg%3d
28,15,9,15,9,Pittsburgh,15,Carleton College,23,/teams/events/match_report/?EventGameId=b%2f9hR0wVeRAQ4352%2bTmz8jlJFO%2b8X5Buw8uhTy5278Q%3d
29,9,8,9,15,Carleton College,9,Pittsburgh,26,/teams/events/match_report/?EventGameId=b%2f9hR0wVeRAQ4352%2bTmz8jlJFO%2b8X5Buw8uhTy5278Q%3d
30,13,9,13,11,Colorado,13,Stanford,21,/teams/events/match_report/?EventGameId=pmW9YTd7i%2bRWPl%2fsWvWuG7gSJBd%2bAOBZMH5qDdJLiJs%3d
31,11,6,11,13,Stanford,11,Colorado,20,/teams/events/match_report/?EventGameId=pmW9YTd7i%2bRWPl%2fsWvWuG7gSJBd%2bAOBZMH5qDdJLiJs%3d
32,9,8,9,15,Michigan,9,Tufts,27,/teams/events/match_report/?EventGameId=J80YzHqnQFWQN%2bj8CXgAdFKuML5OHpfNW%2f3NERQGqPY%3d
33,15,12,15,9,Tufts,15,Michigan,22,/teams/events/match_report/?EventGameId=J80YzHqnQFWQN%2bj8CXgAdFKuML5OHpfNW%2f3NERQGqPY%3d
34,15,8,15,7,Connecticut,15,North Carolina,35,/teams/events/match_report/?EventGameId=cA5xTsj4Cki%2fzYFOX9UKd%2fIEmV5%2bJhvtUOe3E%2f7WZ5o%3d
35,7,13,7,15,North Carolina,7,Connecticut,41,/teams/events/match_report/?EventGameId=cA5xTsj4Cki%2fzYFOX9UKd%2fIEmV5%2bJhvtUOe3E%2f7WZ5o%3d
36,14,6,14,10,Ohio State,14,Carleton College,23,/teams/events/match_report/?EventGameId=LSQyOSDbDM0RMfGGodCpH349imztzcMS8FYQ7zdB6jo%3d
37,10,10,10,14,Carleton College,10,Ohio State,26,/teams/events/match_report/?EventGameId=LSQyOSDbDM0RMfGGodCpH349imztzcMS8FYQ7zdB6jo%3d
38,14,7,14,12,Ohio State,14,Colorado,24,/teams/events/match_report/?EventGameId=bMxQcun8xB9IuNMmWbcS6zQgeLF50ABsXgXyZa9Kze4%3d
39,12,5,12,14,Colorado,12,Ohio State,24,/teams/events/match_report/?EventGameId=bMxQcun8xB9IuNMmWbcS6zQgeLF50ABsXgXyZa9Kze4%3d
40,14,8,14,12,Colorado,14,Texas,19,/teams/events/match_report/?EventGameId=1HT4t7uqrpBIDu4QiaXju%2bnm8Pv029fxyVqb70bYNug%3d
41,12,8,12,14,Texas,12,Colorado,20,/teams/events/match_report/?EventGameId=1HT4t7uqrpBIDu4QiaXju%2bnm8Pv029fxyVqb70bYNug%3d
42,15,4,15,9,California,15,Texas,21,/teams/events/match_report/?EventGameId=hqQUaEX0c2JWTTbLEG7zWrIWkUMmKOH6CUfgC6%2fX77g%3d
43,9,9,9,15,Texas,9,California,24,/teams/events/match_report/?EventGameId=hqQUaEX0c2JWTTbLEG7zWrIWkUMmKOH6CUfgC6%2fX77g%3d
44,14,12,14,11,Florida,14,Notre Dame,27,/teams/events/match_report/?EventGameId=HcTqo7VTCrYQ5F7LYer5E44QFXP6ezpKy2C4iRNrXdY%3d
45,11,12,11,14,Notre Dame,11,Florida,32,/teams/events/match_report/?EventGameId=HcTqo7VTCrYQ5F7LYer5E44QFXP6ezpKy2C4iRNrXdY%3d
46,15,6,15,12,Tufts,15,Delaware,13,/teams/events/match_report/?EventGameId=Vu1CqSlkKtRlYRBn9YkS31i1agx%2b7Fq91EtsdLuOvT8%3d
47,12,4,12,15,Delaware,12,Tufts,16,/teams/events/match_report/?EventGameId=Vu1CqSlkKtRlYRBn9YkS31i1agx%2b7Fq91EtsdLuOvT8%3d
48,15,11,15,4,Delaware,15,Dartmouth,19,/teams/events/match_report/?EventGameId=%2fYDfRK%2f82wVZ9peqSmRXkcKeg14x1FBYKjCOUyKa7gE%3d
49,4,3,4,15,Dartmouth,4,Delaware,27,/teams/events/match_report/?EventGameId=%2fYDfRK%2f82wVZ9peqSmRXkcKeg14x1FBYKjCOUyKa7gE%3d
50,13,4,13,14,British Columbia,13,Texas,25,/teams/events/match_report/?EventGameId=gfQj5jZO2Me%2bTUgHcRA5QJr%2f1ECSfE5XjqUWH3ovZ5U%3d
51,14,12,14,13,Texas,14,British Columbia,23,/teams/events/match_report/?EventGameId=gfQj5jZO2Me%2bTUgHcRA5QJr%2f1ECSfE5XjqUWH3ovZ5U%3d
52,10,6,10,15,Texas,10,UCLA,29,/teams/events/match_report/?EventGameId=Fun1IlYqRWzQS3yY2X6tG8Cq4Gp2xHfFdomjoeJVXMY%3d
53,15,9,15,10,UCLA,15,Texas,24,/teams/events/match_report/?EventGameId=Fun1IlYqRWzQS3yY2X6tG8Cq4Gp2xHfFdomjoeJVXMY%3d
54,11,6,11,15,Colorado,11,Oregon,26,/teams/events/match_report/?EventGameId=S6wgk70UIal2fD9GnbvA0nApmVLJuSjyuBK3iKMdyBA%3d
55,15,10,15,11,Oregon,15,Colorado,23,/teams/events/match_report/?EventGameId=S6wgk70UIal2fD9GnbvA0nApmVLJuSjyuBK3iKMdyBA%3d
56,15,4,15,9,Pittsburgh,15,Colorado,16,/teams/events/match_report/?EventGameId=015e3v2BpYm01VXOOsh63da20a%2fi7CmsqVIteGTZegg%3d
57,9,5,9,15,Colorado,9,Pittsburgh,21,/teams/events/match_report/?EventGameId=015e3v2BpYm01VXOOsh63da20a%2fi7CmsqVIteGTZegg%3d
58,15,10,15,3,Connecticut,15,British Columbia,19,/teams/events/match_report/?EventGameId=6NFbHPT3vM0WS3vM8nKhpcZjeV6tfQhdaKSNxsodFxw%3d
59,3,4,3,15,British Columbia,3,Connecticut,29,/teams/events/match_report/?EventGameId=6NFbHPT3vM0WS3vM8nKhpcZjeV6tfQhdaKSNxsodFxw%3d
60,12,10,12,13,Ohio State,12,Pittsburgh,35,/teams/events/match_report/?EventGameId=cVM%2fQ4r%2fLTzzLWwcBUIvJBCmY05wkku%2fUbbC8fcEQB8%3d
61,13,14,13,12,Pittsburgh,13,Ohio State,33,/teams/events/match_report/?EventGameId=cVM%2fQ4r%2fLTzzLWwcBUIvJBCmY05wkku%2fUbbC8fcEQB8%3d
62,15,16,15,8,North Carolina,15,British Columbia,25,/teams/events/match_report/?EventGameId=%2bVWjMpw2Vuzbfmg2BT4fk5qPCMHINV60NEEVG8YVfoI%3d
63,7,9,8,15,British Columbia,8,North Carolina,31,/teams/events/match_report/?EventGameId=%2bVWjMpw2Vuzbfmg2BT4fk5qPCMHINV60NEEVG8YVfoI%3d
64,15,5,15,13,Delaware,15,Oregon,27,/teams/events/match_report/?EventGameId=fSj0Tv2RB9Z%2fvVJC36njDAM8mue%2fv0g1zKdca4BOgtg%3d
65,13,6,13,15,Oregon,13,Delaware,32,/teams/events/match_report/?EventGameId=fSj0Tv2RB9Z%2fvVJC36njDAM8mue%2fv0g1zKdca4BOgtg%3d
66,14,13,14,9,California-San Diego,14,Virginia,30,/teams/events/match_report/?EventGameId=NyLO7b0JikNLW2K1i0ZlSJFABM0BT7%2fLS3sbk592Vmc%3d
67,9,8,9,14,Virginia,9,California-San Diego,31,/teams/events/match_report/?EventGameId=NyLO7b0JikNLW2K1i0ZlSJFABM0BT7%2fLS3sbk592Vmc%3d
68,15,7,15,2,Florida,15,Oregon,16,/teams/events/match_report/?EventGameId=0EB3LVoHaNTGEUwteLXEAdplHOBeluL8H0nHaWyFZe8%3d
69,2,4,2,15,Oregon,2,Florida,23,/teams/events/match_report/?EventGameId=0EB3LVoHaNTGEUwteLXEAdplHOBeluL8H0nHaWyFZe8%3d
70,15,14,15,9,Pittsburgh,15,North Carolina,13,/teams/events/match_report/?EventGameId=5SP1zVrJrHzQWCV51M9%2bdaZFgasbRHddfGPnO5Cwttc%3d
71,9,6,9,15,North Carolina,9,Pittsburgh,18,/teams/events/match_report/?EventGameId=5SP1zVrJrHzQWCV51M9%2bdaZFgasbRHddfGPnO5Cwttc%3d
72,12,11,12,15,Pittsburgh,12,Stanford,30,/teams/events/match_report/?EventGameId=WuJqswKKE65OhX8VIOFkIZUK06OCmcmQ7Ia%2f%2bEWav2M%3d
73,14,7,14,12,Stanford,15,Pittsburgh,27,/teams/events/match_report/?EventGameId=WuJqswKKE65OhX8VIOFkIZUK06OCmcmQ7Ia%2f%2bEWav2M%3d
74,10,5,10,12,UCLA,10,Virginia,19,/teams/events/match_report/?EventGameId=x0I13g5wb%2bEhatnj3UtaMOqh0UBL4%2b62kiCxhOx26LA%3d
75,12,3,12,10,Virginia,12,UCLA,17,/teams/events/match_report/?EventGameId=x0I13g5wb%2bEhatnj3UtaMOqh0UBL4%2b62kiCxhOx26LA%3d
76,14,7,14,8,Carleton College,14,Stanford,23,/teams/events/match_report/?EventGameId=ys%2bhSbb52SBRIy1TydEi2USXBji8%2fOdCImig6SycXW0%3d
77,8,13,8,14,Stanford,8,Carleton College,30,/teams/events/match_report/?EventGameId=ys%2bhSbb52SBRIy1TydEi2USXBji8%2fOdCImig6SycXW0%3d
78,13,9,13,9,Delaware,13,Florida,20,/teams/events/match_report/?EventGameId=cviHRmms6TUY6LX%2f%2ffoIwlfr42ZygDZUTfzPISYC%2brw%3d
79,9,7,9,13,Florida,9,Delaware,23,/teams/events/match_report/?EventGameId=cviHRmms6TUY6LX%2f%2ffoIwlfr42ZygDZUTfzPISYC%2brw%3d
80,0,0,0,7,Connecticut,15,Ohio State,0,/teams/events/match_report/?EventGameId=c%2f9oee4uAk1Sn8zGu%2bDqkjb499ufiwaDwKc%2fgjLiE2E%3d
81,0,0,0,15,Ohio State,7,Connecticut,0,/teams/events/match_report/?EventGameId=c%2f9oee4uAk1Sn8zGu%2bDqkjb499ufiwaDwKc%2fgjLiE2E%3d
82,8,3,8,15,Oregon,8,Notre Dame,20,/teams/events/match_report/?EventGameId=yjPhIFnvab86VWZx%2bYTEodyHMb7fgxqc0VzAZEoCtp0%3d
83,15,4,15,8,Notre Dame,15,Oregon,18,/teams/events/match_report/?EventGameId=yjPhIFnvab86VWZx%2bYTEodyHMb7fgxqc0VzAZEoCtp0%3d
84,8,6,8,14,Dartmouth,8,Stanford,24,/teams/events/match_report/?EventGameId=snCCrWwTfWn1kVjdz5TkucpJNiS4A6oYzaQAlaGLWLI%3d
85,14,8,14,8,Stanford,14,Dartmouth,17,/teams/events/match_report/?EventGameId=snCCrWwTfWn1kVjdz5TkucpJNiS4A6oYzaQAlaGLWLI%3d
86,14,10,14,12,North Carolina,14,California,27,/teams/events/match_report/?EventGameId=optKmRpN59QarfaumQW1NkZZ4xmuxfS4SqdMXpow%2bB8%3d
87,12,9,12,14,California,12,North Carolina,30,/teams/events/match_report/?EventGameId=optKmRpN59QarfaumQW1NkZZ4xmuxfS4SqdMXpow%2bB8%3d
88,15,8,15,6,Notre Dame,15,Dartmouth,20,/teams/events/match_report/?EventGameId=kI5%2bnG6JeSNzLB7rZu1pZ6rq5yK4WoSGhE5GRNfxS5s%3d
89,6,7,6,15,Dartmouth,6,Notre Dame,26,/teams/events/match_report/?EventGameId=kI5%2bnG6JeSNzLB7rZu1pZ6rq5yK4WoSGhE5GRNfxS5s%3d
90,11,10,11,11,Carleton College,12,Colorado,21,/teams/events/match_report/?EventGameId=kbqS8Lf288e1GYAbkA7jKSGk8UulWkANWeSk7iMRHEQ%3d
91,12,10,12,12,Colorado,11,Carleton College,20,/teams/events/match_report/?EventGameId=kbqS8Lf288e1GYAbkA7jKSGk8UulWkANWeSk7iMRHEQ%3d
92,0,0,0,9,Florida,14,California-San Diego,0,/teams/events/match_report/?EventGameId=iSiW24tlwcKlqbaZVIs4Q079qZpTXWRiqJCDdzae87Y%3d
93,0,0,0,14,California-San Diego,9,Florida,0,/teams/events/match_report/?EventGameId=iSiW24tlwcKlqbaZVIs4Q079qZpTXWRiqJCDdzae87Y%3d
94,15,4,15,9,Notre Dame,15,Virginia,16,/teams/events/match_report/?EventGameId=gAA5tMDIfEsX3QLZFpTDOr%2btTddBSF8KDmWHEKl%2fmbc%3d
95,9,7,9,15,Virginia,9,Notre Dame,22,/teams/events/match_report/?EventGameId=gAA5tMDIfEsX3QLZFpTDOr%2btTddBSF8KDmWHEKl%2fmbc%3d
96,15,13,15,5,California,15,British Columbia,23,/teams/events/match_report/?EventGameId=dxYUTRklevafyP9FdkPwQq5mgmygLicxv42M80TbKrE%3d
97,5,7,5,15,British Columbia,5,California,32,/teams/events/match_report/?EventGameId=dxYUTRklevafyP9FdkPwQq5mgmygLicxv42M80TbKrE%3d
98,13,10,13,12,Michigan,14,Virginia,26,/teams/events/match_report/?EventGameId=WtAZlGtXa3JRAQ1nn%2fwPrlLJ%2bXEC2E6dJ3p%2f%2foaOe4Q%3d
99,12,8,12,14,Virginia,12,Michigan,27,/teams/events/match_report/?EventGameId=WtAZlGtXa3JRAQ1nn%2fwPrlLJ%2bXEC2E6dJ3p%2f%2foaOe4Q%3d
100,15,7,15,7,Michigan,15,Dartmouth,15,/teams/events/match_report/?EventGameId=HSgqCSk5dIONEABf3MDG7AMM5yCylqfqzrAmrkIqOVE%3d
101,7,2,7,15,Dartmouth,7,Michigan,20,/teams/events/match_report/?EventGameId=HSgqCSk5dIONEABf3MDG7AMM5yCylqfqzrAmrkIqOVE%3d
102,15,13,15,2,Florida,15,Dartmouth,13,/teams/events/match_report/?EventGameId=8nMPNrOShh3TIxv3%2b3qRtqu9L2pxBLBWl6evbv8f8IA%3d
103,2,2,2,15,Dartmouth,2,Florida,29,/teams/events/match_report/?EventGameId=8nMPNrOShh3TIxv3%2b3qRtqu9L2pxBLBWl6evbv8f8IA%3d
104,15,7,15,12,Tufts,15,UCLA,17,/teams/events/match_report/?EventGameId=flQj3X94qbtzVK1FCeIcTQ5JC2ORyY0OGcOjuT2FUKk%3d
105,12,9,12,15,UCLA,12,Tufts,19,/teams/events/match_report/?EventGameId=flQj3X94qbtzVK1FCeIcTQ5JC2ORyY0OGcOjuT2FUKk%3d
106,10,5,10,15,Oregon,10,Dartmouth,19,/teams/events/match_report/?EventGameId=sObsmC9wrfLeU8gO2aGmZaD9TUSG3XPslRpi9FQ8UJM%3d
107,15,3,15,10,Dartmouth,15,Oregon,13,/teams/events/match_report/?EventGameId=sObsmC9wrfLeU8gO2aGmZaD9TUSG3XPslRpi9FQ8UJM%3d
108,15,11,15,7,Delaware,15,Notre Dame,33,/teams/events/match_report/?EventGameId=hIG36G8QPD%2bpE8dC0Q2%2foKYpRYEGBdsdqmBTBjTjll0%3d
109,7,15,7,15,Notre Dame,7,Delaware,39,/teams/events/match_report/?EventGameId=hIG36G8QPD%2bpE8dC0Q2%2foKYpRYEGBdsdqmBTBjTjll0%3d
